UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2022,2,18,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2022,3,17,"Fire & Blood: A Song of Ice and Fire Series, Book 0 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Thriller",Books on Tape,2018
Digital,OverDrive,EBOOK,2022,3,30,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2022,3,15,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2022,3,10,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2022,3,10,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2022,3,76,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2022,3,17,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2022,3,27,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2008
Physical,Horizon,BOOK,2022,3,1,"The world of ice & fire : the untold history of Westeros and the Game of Thrones / George R.R. Martin, Elio García, Jr. and Linda Antonsson.",,"Martin, George R. R.","Martin George R R Song of ice and fire, Game of thrones Television program","Bantam,",[2014]
Digital,OverDrive,EBOOK,2022,3,20,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2022,3,23,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2009
Digital,OverDrive,EBOOK,2022,3,4,"Fire & Blood: A Song of Ice and Fire Series, Book 0",,George R. R. Martin,"Fantasy, Fiction, Thriller","Random House, Inc.",2018
Digital,OverDrive,AUDIOBOOK,2022,3,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2013
