UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2012,3,20,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,3,32,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,3,12,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,3,76,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,3,34,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,3,28,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,3,17,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,4,29,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,4,26,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,4,70,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,4,23,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,4,15,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2012,4,26,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,4,32,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,4,37,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,4,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,4,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,5,31,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,5,13,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,5,23,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,5,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2012,5,15,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,5,23,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,5,67,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,5,30,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,5,35,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,5,26,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,6,17,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,6,10,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,6,34,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,6,72,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,6,16,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,6,29,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,6,25,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,6,30,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,6,27,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,6,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2012,6,14,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Physical,Horizon,BOOK,2012,7,7,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2012,7,29,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,7,20,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,7,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,7,28,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,7,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,7,17,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2012,7,36,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,7,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,7,74,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,7,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2012,7,27,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,8,28,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,8,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,8,40,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2012,8,3,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2012,8,82,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,8,16,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,8,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,8,28,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,8,22,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,8,33,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,8,13,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,8,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2012,9,75,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,9,28,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,9,12,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Physical,Horizon,BOOK,2012,9,6,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2012,9,25,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,9,34,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,9,28,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,9,30,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,9,14,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,9,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2012,9,17,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,9,21,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,10,28,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,10,15,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2012,10,89,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,10,34,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,10,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,10,33,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,10,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Physical,Horizon,BOOK,2012,10,4,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,AUDIOBOOK,2012,10,15,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,10,31,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,10,20,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,10,24,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2012,11,31,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Physical,Horizon,BOOK,2012,11,2,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2012,11,1,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2012,11,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2012,11,39,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,11,21,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2012,11,13,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,11,25,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,11,19,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,11,34,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,11,84,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,11,14,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2012,12,10,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2012,12,19,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2012,12,25,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,12,15,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2012,12,28,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,12,26,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2012,12,11,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2012,12,3,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2012,12,31,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2012,12,92,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2012,12,31,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Physical,Horizon,BOOK,2012,12,5,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,1,34,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,1,40,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,1,15,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,AUDIOBOOK,2013,1,17,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,1,34,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,1,9,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,AUDIOBOOK,2013,1,27,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,1,2,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Physical,Horizon,BOOK,2013,1,4,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,1,31,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,1,19,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2013,1,94,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,2,12,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2013,2,4,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,AUDIOBOOK,2013,2,13,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
Digital,OverDrive,AUDIOBOOK,2013,2,15,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction, Science Fiction, Thriller",Books on Tape,2011
Digital,OverDrive,EBOOK,2013,2,27,"A Dance with Dragons: A Song of Ice and Fire Series, Book 5",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Physical,Horizon,BOOK,2013,2,3,"Beyond the wall : exploring George R.R. Martin's A song of ice and fire, from A game of thrones to A dance with Drago / edited by James Lowder ; [foreword by R.A. Salvatore].",,,Martin George R R Criticism and interpretation,"BenBella Books, Inc.,",c2012.
Digital,OverDrive,EBOOK,2013,2,85,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,2,20,"A Clash of Kings: A Song of Ice and Fire Series, Book 2 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2013,2,21,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,2,28,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,2,32,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,AUDIOBOOK,2013,2,29,"A Game of Thrones: A Song of Ice and Fire Series, Book 1 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2008
Digital,OverDrive,AUDIOBOOK,2013,3,14,"A Feast for Crows: A Song of Ice and Fire Series, Book 4 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2006
Digital,OverDrive,EBOOK,2013,3,95,"A Game of Thrones: A Song of Ice and Fire Series, Book 1",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,3,35,"A Clash of Kings: A Song of Ice and Fire Series, Book 2",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2013,3,4,"Beyond the Wall: Exploring George R. R. Martin's A Song of Ice and Fire, From A Game of Thrones to A Dance with Drago",,James Lowder,"Literary Criticism, Nonfiction",Perseus Books Group,2012
Digital,OverDrive,EBOOK,2013,3,32,"A Feast for Crows: A Song of Ice and Fire Series, Book 4",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2013,3,32,"A Storm of Swords: A Song of Ice and Fire Series, Book 3",,George R. R. Martin,"Fantasy, Fiction","Random House, Inc.",2010
Digital,OverDrive,AUDIOBOOK,2013,3,16,"A Storm of Swords: A Song of Ice and Fire Series, Book 3 (unabridged) (Unabridged)",,George R. R. Martin,"Fantasy, Fiction",Books on Tape,2009
